AudioFile,Time,Speaker,Content,Processed,Phonemes
audio_00112,493.6,DEP,"Korean Air 9055, contact control 134.17, good day",Korean Air Niner Zero Five Five contact control One Three Four Decimal One Seven good day,K AO R IY AH N EH R N AY N ER Z IH R OW F AY V F AY V K AA N T AE K T K AH N T R OW L W AH N TH R IY F AO R D EH S AH M AH L W AH N S EH V AH N G UH D D EY
audio_00114,505.3,APP,"906, how many miles do you need?",Niner Zero Six how many miles do you need,N AY N ER Z IH R OW S IH K S HH AW M EH N IY M AY L Z D UW Y UW N IY D
audio_00115,507.5,ASV906,"About 5 miles more, Air Seoul 906",About Five miles more Air Seoul Niner Zero Six,AH B AW T F AY V M AY L Z M AO R EH R S OW L N AY N ER Z IH R OW S IH K S
audio_00116,511.0,APP,Roger,Roger,R AA JH ER
audio_00118,521.3,DEP,"Tee way 725, Tee way 725, resume normal speed",Tee way Seven Two Five Tee way Seven Two Five resume normal speed,T IY W EY S EH V AH N T UW F AY V T IY W EY S EH V AH N T UW F AY V R EH Z AH M EY N AO R M AH L S P IY D
audio_00119,525.0,TWB725,"Normal speed, Tee way 725",Normal speed Tee way Seven Two Five,N AO R M AH L S P IY D T IY W EY S EH V AH N T UW F AY V
audio_00120,529.5,DEP,"Asiana 8963, contact control 126.17, good day",Asiana Eight Niner Six Three contact control One Two Six Decimal One Seven good day,AA S IY AA N AH EY T N AY N ER S IH K S TH R IY K AA N T AE K T K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N G UH D D EY
audio_00121,534.0,AAR8963,"Incheon Control 126.17, Asiana 8963, good day sir",Incheon Control One Two Six Decimal One Seven Asiana Eight Niner Six Three good day sir,IH N CH AH N K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N AA S IY AA N AH EY T N AY N ER S IH K S TH R IY G UH D D EY S ER
audio_00122,542.3,ASV906,"Air Seoul 906, now cleared of weather",Air Seoul Niner Zero Six now cleared of weather,EH R S OW L N AY N ER Z IH R OW S IH K S N AW K L IH R D AH V W EH DH ER
audio_00123,545.6,APP,"Air Seoul 906, turn left heading 010",Air Seoul Niner Zero Six turn left heading Zero One Zero,EH R S OW L N AY N ER Z IH R OW S IH K S T ER N L EH F T HH EH D IH NG Z IH R OW W AH N Z IH R OW
audio_00124,548.5,ASV906,"Left turn heading 010, Air Seoul 906",Left turn heading Zero One Zero Air Seoul Niner Zero Six,L EH F T T ER N HH EH D IH NG Z IH R OW W AH N Z IH R OW EH R S OW L N AY N ER Z IH R OW S IH K S
audio_00125,556.0,DEP,"Tee way 725, contact control 126.17, good day",Tee way Seven Two Five contact control One Two Six Decimal One Seven good day,T IY W EY S EH V AH N T UW F AY V K AA N T AE K T K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N G UH D D EY
audio_00126,560.6,TWB725,"126.17, good day, Tee way 725",One Two Six Decimal One Seven good day Tee way Seven Two Five,W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N G UH D D EY T IY W EY S EH V AH N T UW F AY V
audio_00127,565.8,DEP,"Hi Air 1537, now heading 200",Hi Air One Five Three Seven now heading Two Zero Zero,HH AY EH R W AH N F AY V TH R IY S EH V AH N N AW HH EH D IH NG T UW Z IH R OW Z IH R OW
audio_00128,568.7,HGG1537,"Heading 200, Hi Air 1537",Heading Two Zero Zero Hi Air One Five Three Seven,HH EH D IH NG T UW Z IH R OW Z IH R OW HH AY EH R W AH N F AY V TH R IY S EH V AH N
audio_00129,573.4,APP,"Air Seoul 906, direct BUMSI",Air Seoul Niner Zero Six direct $BUMSI$,EH R S OW L N AY N ER Z IH R OW S IH K S D ER EH K T B AH M S IY
audio_00130,576.7,ASV906,"Direct BUMSI, Air Seoul 906",Direct $BUMSI$ Air Seoul Niner Zero Six,D ER EH K T B AH M S IY EH R S OW L N AY N ER Z IH R OW S IH K S
audio_00131,581.5,APP,"Southern Air 8027, contact Tower 118.2",Southern Air Eight Zero Two Seven contact Tower One One Eight Decimal Two,S AH DH ER N EH R EY T Z IH R OW T UW S EH V AH N K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L T UW
audio_00132,585.8,SOO8027,"118.2, Southern Air 8027 Heavy",One One Eight Decimal Two Southern Air Eight Zero Two Seven Heavy,W AH N W AH N EY T D EH S AH M AH L T UW S AH DH ER N EH R EY T Z IH R OW T UW S EH V AH N HH EH V IY
audio_00133,590.9,APP,"Air Seoul 906, descend to 8000', cleared ILS RWY32R Approach",Air Seoul Niner Zero Six descend to Eight Thousand cleared I L S Runway Three Two Right Approach,EH R S OW L N AY N ER Z IH R OW S IH K S D IH S EH N D T UW EY T TH AW Z AH N D K L IH R D AY EH L EH S R AH N W EY TH R IY T UW R AY T AH P R OW CH
audio_00134,595.8,ASV906,"Descend to 8000', cleared ILS 32R Approach, Air Seoul 906",Descend to Eight Thousand cleared I L S Three Two Right Approach Air Seoul Niner Zero Six,D IH S EH N D T UW EY T TH AW Z AH N D K L IH R D AY EH L EH S TH R IY T UW R AY T AH P R OW CH EH R S OW L N AY N ER Z IH R OW S IH K S
audio_00135,603.2,APP,"Good afternoon, Air Bridge Cargo 749, Seoul Approach, radar contact, direct PAMBI, expect RWY33R",Good afternoon Air Bridge Cargo Seven Four Niner Seoul Approach radar contact direct $PAMBI$ expect Runway Three Three Right,G UH D AE F T ER N UW N EH R B R IH JH K AA R G OW S EH V AH N F AO R N AY N ER S OW L AH P R OW CH R EY D AA R K AA N T AE K T D ER EH K T P AE M B IY IH K S P EH K T R AH N W EY TH R IY TH R IY R AY T
audio_00137,619.0,APP,"Air Bridge Cargo 749, direct PAMBI, P A M B I, descend to 3600'",Air Bridge Cargo Seven Four Niner direct $PAMBI$ Papa Alpha Mike Bravo India descend to Three Six Zero Zero,EH R B R IH JH K AA R G OW S EH V AH N F AO R N AY N ER D ER EH K T P AE M B IY P AA P AH AE L F AH M AY K B R AA V OW IH N D IY AH D IH S EH N D T UW TH R IY S IH K S Z IH R OW Z IH R OW
audio_00138,628.2,APP,"Jeju Ajr 281, Seoul Approach, GUKDO then BUMSI, expect RWY32R",Jeju Ajr Two Eight One Seoul Approach $GUKDO$ then $BUMSI$ expect Runway Three Two Right,JH EY JH UW EY JH ER T UW EY T W AH N S OW L AH P R OW CH G UW D K OW DH EH N B AH M S IY IH K S P EH K T R AH N W EY TH R IY T UW R AY T
audio_00139,633.1,JJA281,"GUKDO then BUMSI, 32R",$GUKDO$ then $BUMSI$ Three Two Right,G UW D K OW DH EH N B AH M S IY TH R IY T UW R AY T
audio_00140,638.4,APP,"Jin Air 358, confirm established RWY32R",Jin Air Three Five Eight confirm established Runway Three Two Right,JH IH N EH R TH R IY F AY V EY T K AH N F ER M IH S T AE B L IH SH T R AH N W EY TH R IY T UW R AY T
audio_00141,641.1,JNA358,"Established 32R, Jin Air 358",Established Three Two Right Jin Air Three Five Eight,IH S T AE B L IH SH T TH R IY T UW R AY T JH IH N EH R TH R IY F AY V EY T
audio_00142,643.5,APP,"Jin Air 358, contact Tower 118.1",Jin Air Three Five Eight contact Tower One One Eight Decimal One,JH IH N EH R TH R IY F AY V EY T K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L W AH N
audio_00145,655.0,APP,"Air Bridge Cargo 749, no speed restriction below 10000'",Air Bridge Cargo Seven Four Niner no speed restriction below One Zero Thousand,EH R B R IH JH K AA R G OW S EH V AH N F AO R N AY N ER N OW S P IY D R IY S T R IH K SH AH N B IH L OW W AH N Z IH R OW TH AW Z AH N D
audio_00146,660.7,KAL032,"Seoul Approach, Korean Air 032",Seoul Approach Korean Air Zero Three Two,S OW L AH P R OW CH K AO R IY AH N EH R Z IH R OW TH R IY T UW
audio_00147,663.1,APP,"Korean Air 032, Seoul Approach, expect RWY34L, cleared KARBU 1E Arrival",Korean Air Zero Three Two Seoul Approach expect Runway Three Four Left cleared $KARBU$ One Echo Arrival,K AO R IY AH N EH R Z IH R OW TH R IY T UW S OW L AH P R OW CH IH K S P EH K T R AH N W EY TH R IY F AO R L EH F T K L IH R D K AA R B UW W AH N EH K OW ER AY V AH L
audio_00148,670.1,KAL032,"Expect 34L, KARBU 1E Arrival, Korean Air 032",Expect Three Four Left $KARBU$ One Echo Arrival Korean Air Zero Three Two,IH K S P EH K T TH R IY F AO R L EH F T K AA R B UW W AH N EH K OW ER AY V AH L K AO R IY AH N EH R Z IH R OW TH R IY T UW
audio_00149,675.1,APP,"Korean Air 032, correction, expect RWY33R 33R, cleared KARBU 1E Arrival",Korean Air Zero Three Two correction expect Runway Three Three Right Three Three Right cleared $KARBU$ One Echo Arrival,K AO R IY AH N EH R Z IH R OW TH R IY T UW K ER EH K SH AH N IH K S P EH K T R AH N W EY TH R IY TH R IY R AY T TH R IY TH R IY R AY T K L IH R D K AA R B UW W AH N EH K OW ER AY V AH L
audio_00150,680.5,KAL032,"33R, cleared KARBU 1E Arrival, Korean Air 032",Three Three Right cleared $KARBU$ One Echo Arrival Korean Air Zero Three Two,TH R IY TH R IY R AY T K L IH R D K AA R B UW W AH N EH K OW ER AY V AH L K AO R IY AH N EH R Z IH R OW TH R IY T UW
audio_00151,686.9,DEP,Zero cancel level restriction,Zero cancel level restriction,Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_00152,689.3,TWB9973,"Climb to FL230, cancel level restriction, Tee way 9973",Climb to Flight Level Two Three Zero cancel level restriction Tee way Niner Niner Seven Three,K L AY M T UW F L AY T L EH V AH L T UW TH R IY Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N T IY W EY N AY N ER N AY N ER S EH V AH N TH R IY
audio_00153,694.8,DEP,"Jeju Air 155, contact control 126.17, good day",Jeju Air One Five Five contact control One Two Six Decimal One Seven good day,JH EY JH UW EH R W AH N F AY V F AY V K AA N T AE K T K AH N T R OW L W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N G UH D D EY
audio_00154,699.6,JJA155,"126.17, Jeju Air 155, good day",One Two Six Decimal One Seven Jeju Air One Five Five good day,W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N JH EY JH UW EH R W AH N F AY V F AY V G UH D D EY
audio_00155,707.3,APP,"Korean Air 032, descend to FL150, cancel level restriction",Korean Air Zero Three Two descend to Flight Level One Five Zero cancel level restriction,K AO R IY AH N EH R Z IH R OW TH R IY T UW D IH S EH N D T UW F L AY T L EH V AH L W AH N F AY V Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_00156,712.4,KAL032,"Descend to FL150, cancel level restriction, Korean Air 032",Descend to Flight Level One Five Zero cancel level restriction Korean Air Zero Three Two,D IH S EH N D T UW F L AY T L EH V AH L W AH N F AY V Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N K AO R IY AH N EH R Z IH R OW TH R IY T UW
audio_00157,718.3,APP,"Air Bridge Cargo 749, QNH1005",Air Bridge Cargo Seven Four Niner Q N H One Zero Zero Five,EH R B R IH JH K AA R G OW S EH V AH N F AO R N AY N ER K Y UW EH N EY CH W AH N Z IH R OW Z IH R OW F AY V
audio_00159,727.7,HGG1537,"Approach, Hi Air 1537, request heading 150 for weather",Approach Hi Air One Five Three Seven request heading One Five Zero for weather,AH P R OW CH HH AY EH R W AH N F AY V TH R IY S EH V AH N R IH K W EH S T HH EH D IH NG W AH N F AY V Z IH R OW F AO R W EH DH ER
audio_00160,731.6,DEP,"Hi Air 1537, direct SOT",Hi Air One Five Three Seven direct Songtan,HH AY EH R W AH N F AY V TH R IY S EH V AH N D ER EH K T S AA NG T AH N
audio_00161,733.9,HGG1537,"Direct SOT, Hi Air 1537",Direct Songtan Hi Air One Five Three Seven,D ER EH K T S AA NG T AH N HH AY EH R W AH N F AY V TH R IY S EH V AH N
audio_00162,738.4,APP,"Etihad 672, Seoul Approach, cleared REBIT 1A Arrival, descend to 7000', cancel level restriction",Etihad Six Seven Two Seoul Approach cleared $REBIT$ One Alpha Arrival descend to Seven Thousand cancel level restriction,EH T IH HH AE D S IH K S S EH V AH N T UW S OW L AH P R OW CH K L IH R D R IY B IH T W AH N AE L F AH ER AY V AH L D IH S EH N D T UW S EH V AH N TH AW Z AH N D K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_00164,756.0,DEP,"5000', and expect further climb in Osan Approach",Five Thousand and expect further climb in Osan Approach,F AY V TH AW Z AH N D AH N D IH K S P EH K T F ER DH ER K L AY M IH N OW Z AE N AH P R OW CH
audio_00165,760.0,HGG1537,"Descend and maintain 5000', Hi Air 1537",Descend and maintain Five Thousand Hi Air One Five Three Seven,D IH S EH N D AH N D M EY N T EY N F AY V TH AW Z AH N D HH AY EH R W AH N F AY V TH R IY S EH V AH N
audio_00166,766.9,JJA165,"Departure, Jeju Air 165, passing 1000' 3 Hundred, BULTI 1T Departure",Departure Jeju Air One Six Five passing One Thousand Three Hundred $BULTI$ One Tango Departure,D IH P AA R CH ER JH EY JH UW EH R W AH N S IH K S F AY V P AE S IH NG W AH N TH AW Z AH N D TH R IY HH AH N D R AH D B AH L T IY W AH N T AE NG G OW D IH P AA R CH ER
audio_00167,771.5,DEP,"Jeju, Air 165, Departure. radar contact, climb to FL260, cancel level restriction",Jeju Air One Six Five Departure Decimal radar contact climb to Flight Level Two Six Zero cancel level restriction,JH EY JH UW EH R W AH N S IH K S F AY V D IH P AA R CH ER D EH S AH M AH L R EY D AA R K AA N T AE K T K L AY M T UW F L AY T L EH V AH L T UW S IH K S Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
audio_00168,777.0,JJA165,"Climb to FL260, cancel level restriction, Jeju Air 165",Climb to Flight Level Two Six Zero cancel level restriction Jeju Air One Six Five,K L AY M T UW F L AY T L EH V AH L T UW S IH K S Z IH R OW K AE N S AH L L EH V AH L R IY S T R IH K SH AH N JH EY JH UW EH R W AH N S IH K S F AY V
audio_00171,788.3,APP,Good day,Good day,G UH D D EY
audio_00172,790.7,APP,"Air Busan 8816, report established RWY32R",Air Busan Eight Eight One Six report established Runway Three Two Right,EH R B AH S AH N EY T EY T W AH N S IH K S R IY P AO R T IH S T AE B L IH SH T R AH N W EY TH R IY T UW R AY T
audio_00173,793.6,ABL8816,"Now established RWY32R, Air Busan 8816",Now established Runway Three Two Right Air Busan Eight Eight One Six,N AW IH S T AE B L IH SH T R AH N W EY TH R IY T UW R AY T EH R B AH S AH N EY T EY T W AH N S IH K S
audio_00174,796.7,APP,"Air Busan 8816, contact Tower 118.1",Air Busan Eight Eight One Six contact Tower One One Eight Decimal One,EH R B AH S AH N EY T EY T W AH N S IH K S K AA N T AE K T T AW ER W AH N W AH N EY T D EH S AH M AH L W AH N
audio_00175,800.3,ABL8816,"Contact Tower 1 Eighteen 1, Air Busan 8816",Contact Tower One Eighteen One Air Busan Eight Eight One Six,K AA N T AE K T T AW ER W AH N EY T IY N W AH N EH R B AH S AH N EY T EY T W AH N S IH K S
audio_00176,804.7,DEP,"127 Point 9, good day",One Two Seven Point Niner good day,W AH N T UW S EH V AH N P OY N T N AY N ER G UH D D EY
audio_00177,808.0,HGG1537,"127 Point 9, Hi Air 1537, good day",One Two Seven Point Niner Hi Air One Five Three Seven good day,W AH N T UW S EH V AH N P OY N T N AY N ER HH AY EH R W AH N F AY V TH R IY S EH V AH N G UH D D EY
audio_00178,811.9,TWB9973,"Seoul Departure, Tee way 9973, request heading 200 due to cloud",Seoul Departure Tee way Niner Niner Seven Three request heading Two Zero Zero due to cloud,S OW L D IH P AA R CH ER T IY W EY N AY N ER N AY N ER S EH V AH N TH R IY R IH K W EH S T HH EH D IH NG T UW Z IH R OW Z IH R OW D UW T UW K L AW D
audio_00179,816.3,DEP,Heading 200 approved,Heading Two Zero Zero approved,HH EH D IH NG T UW Z IH R OW Z IH R OW AH P R UW V D
audio_00180,817.7,TWB9973,"200 approved, Tee way 9973",Two Zero Zero approved Tee way Niner Niner Seven Three,T UW Z IH R OW Z IH R OW AH P R UW V D T IY W EY N AY N ER N AY N ER S EH V AH N TH R IY
audio_00181,821.9,APP,"Korean Air 032, fly heading 240, descend to 13000', QNH1005",Korean Air Zero Three Two fly heading Two Four Zero descend to One Three Thousand Q N H One Zero Zero Five,K AO R IY AH N EH R Z IH R OW TH R IY T UW F L AY HH EH D IH NG T UW F AO R Z IH R OW D IH S EH N D T UW W AH N TH R IY TH AW Z AH N D K Y UW EH N EY CH W AH N Z IH R OW Z IH R OW F AY V
audio_00182,828.4,KAL032,"Heading 240, descend to 13000', 1005, Korean Air 032",Heading Two Four Zero descend to One Three Thousand One Zero Zero Five Korean Air Zero Three Two,HH EH D IH NG T UW F AO R Z IH R OW D IH S EH N D T UW W AH N TH R IY TH AW Z AH N D W AH N Z IH R OW Z IH R OW F AY V K AO R IY AH N EH R Z IH R OW TH R IY T UW
audio_00183,835.1,DEP,". 17, good day",Decimal One Seven good day,D EH S AH M AH L W AH N S EH V AH N G UH D D EY
audio_00184,837.1,AAR761,"126.17, Asiana 761, good day",One Two Six Decimal One Seven Asiana Seven Six One good day,W AH N T UW S IH K S D EH S AH M AH L W AH N S EH V AH N AA S IY AA N AH S EH V AH N S IH K S W AH N G UH D D EY
audio_00185,841.3,TWB9973,"Departure, Tee way 9973, now cleared of weather",Departure Tee way Niner Niner Seven Three now cleared of weather,D IH P AA R CH ER T IY W EY N AY N ER N AY N ER S EH V AH N TH R IY N AW K L IH R D AH V W EH DH ER
audio_00186,844.2,DEP,"Tee way 9733, now direct OSPOT",Tee way Niner Seven Three Three now direct $OSPOT$,T IY W EY N AY N ER S EH V AH N TH R IY TH R IY N AW D ER EH K T AO S P AA T
audio_00187,848.0,TWB9973,Direct OSPOT Tee way 9733,Direct $OSPOT$ Tee way Niner Seven Three Three,D ER EH K T AO S P AA T T IY W EY N AY N ER S EH V AH N TH R IY TH R IY
audio_00188,853.0,APP,"Korean Air 032, continue descend to 11000'",Korean Air Zero Three Two continue descend to One One Thousand,K AO R IY AH N EH R Z IH R OW TH R IY T UW K AH N T IH N Y UW D IH S EH N D T UW W AH N W AH N TH AW Z AH N D
audio_00189,856.2,KAL032,"Continue descend to 11000', Korean Air 032",Continue descend to One One Thousand Korean Air Zero Three Two,K AH N T IH N Y UW D IH S EH N D T UW W AH N W AH N TH AW Z AH N D K AO R IY AH N EH R Z IH R OW TH R IY T UW
audio_00190,861.5,KAL038,"Korean Air 038, with you",Korean Air Zero Three Eight with you,K AO R IY AH N EH R Z IH R OW TH R IY EY T W IH DH Y UW
audio_00191,865.0,APP,"Korean Air 038 Heavy, Seoul Approach, expect RWY34L, cleared KARBU 1E Arrival",Korean Air Zero Three Eight Heavy Seoul Approach expect Runway Three Four Left cleared $KARBU$ One Echo Arrival,K AO R IY AH N EH R Z IH R OW TH R IY EY T HH EH V IY S OW L AH P R OW CH IH K S P EH K T R AH N W EY TH R IY F AO R L EH F T K L IH R D K AA R B UW W AH N EH K OW ER AY V AH L
audio_00192,871.5,KALO38,"Expect RWY34L, cleared for KARBU 1E Arrival, Korean Air 038",Expect Runway Three Four Left cleared for $KARBU$ One Echo Arrival Korean Air Zero Three Eight,IH K S P EH K T R AH N W EY TH R IY F AO R L EH F T K L IH R D F AO R K AA R B UW W AH N EH K OW ER AY V AH L K AO R IY AH N EH R Z IH R OW TH R IY EY T
audio_00193,878.6,APP,"Korean Air 038, reduce speed to 250 or less",Korean Air Zero Three Eight reduce speed to Two Five Zero or less,K AO R IY AH N EH R Z IH R OW TH R IY EY T R AH D UW S S P IY D T UW T UW F AY V Z IH R OW AO R L EH S
audio_00194,881.2,KALO38,"Speed 250 or less, Korean Air 038",Speed Two Five Zero or less Korean Air Zero Three Eight,S P IY D T UW F AY V Z IH R OW AO R L EH S K AO R IY AH N EH R Z IH R OW TH R IY EY T
audio_00195,889.8,APP,"Etihad 672, reduce speed to 240",Etihad Six Seven Two reduce speed to Two Four Zero,EH T IH HH AE D S IH K S S EH V AH N T UW R AH D UW S S P IY D T UW T UW F AO R Z IH R OW
audio_00196,893.5,ETH672,"Speed 240, Etihad 672",Speed Two Four Zero Etihad Six Seven Two,S P IY D T UW F AO R Z IH R OW EH T IH HH AE D S IH K S S EH V AH N T UW
audio_00197,898.6,APP,"Korean Air 032, descend to 10000'",Korean Air Zero Three Two descend to One Zero Thousand,K AO R IY AH N EH R Z IH R OW TH R IY T UW D IH S EH N D T UW W AH N Z IH R OW TH AW Z AH N D
audio_00198,902.1,KALO32,"Descend to 10000', Korean Air 032",Descend to One Zero Thousand Korean Air Zero Three Two,D IH S EH N D T UW W AH N Z IH R OW TH AW Z AH N D K AO R IY AH N EH R Z IH R OW TH R IY T UW
audio_00200,912.2,APP,"Delta 159, Seoul Approach, cleared REBIT 1A Arrival",Delta One Five Niner Seoul Approach cleared $REBIT$ One Alpha Arrival,D EH L T AH W AH N F AY V N AY N ER S OW L AH P R OW CH K L IH R D R IY B IH T W AH N AE L F AH ER AY V AH L
audio_00202,925.2,APP,"Delta 159, expect RWY34L, descend to 10000', cancel level restriction",Delta One Five Niner expect Runway Three Four Left descend to One Zero Thousand cancel level restriction,D EH L T AH W AH N F AY V N AY N ER IH K S P EH K T R AH N W EY TH R IY F AO R L EH F T D IH S EH N D T UW W AH N Z IH R OW TH AW Z AH N D K AE N S AH L L EH V AH L R IY S T R IH K SH AH N
